Small_molecule	Large_molecule	Molecular_transformation	Correlation_index
C13H16O8N2	C16H29O6N	C3H13O-2N-1	1
C13H15O9N	C16H29O6N	C3H14O-3	1
C16H27O6N	C16H29O6N	H2	1
C17H31O5N	C16H29O6N	C-1H-2O1	1
C10H16O5S	C15H29O5N3	C5H13N3S-1	1
C12H23O4N3	C15H29O5N3	C3H6O1	1
C11H21O5N3	C15H29O5N3	C4H8	1
C15H21O4N	C15H29O5N3	H8O1N2	1
C14H25O5N3	C15H29O5N3	C1H4	1
C15H29O4N3	C15H29O5N3	O1	1
C14H27O5N3	C15H29O5N3	C1H2	1
C15H27O5N3	C15H29O5N3	H2	1
C16H31O4N3	C15H29O5N3	C-1H-2O1	1
C8H7O3NS	C12H12O9S	C4H5O6N-1	1
C9H9O4NS	C12H12O9S	C3H3O5N-1	1
C8H8O6S	C12H12O9S	C4H4O3	1
C10H10O6S	C12H12O9S	C2H2O3	1
C10H10O7S	C12H12O9S	C2H2O2	1
C12H24O5S	C12H12O9S	H-12O4	1
C12H12O6S	C12H12O9S	O3	1
C14H24O4S	C12H12O9S	C-2H-12O5	1
C10H11O7NS	C12H12O9S	C2H1O2N-1	1
C13H12O8	C12H12O9S	C-1O1S1	1
C12H24O6S	C12H12O9S	H-12O3	1
C12H11O6NS	C12H12O9S	H1O3N-1	1
C12H13O6NS	C12H12O9S	H-1O3N-1	1
C11H12O8S	C12H12O9S	C1O1	1
C12H16O7S	C12H12O9S	H-4O2	1
C15H26O5S	C12H12O9S	C-3H-14O4	1
C11H13O8NS	C12H12O9S	C1H-1O1N-1	1
C10H13O7NS2	C12H12O9S	C2H-1O2N-1S-1	1
C16H26O5S	C12H12O9S	C-4H-14O4	1
C7H12O5S	C13H16O8S	C6H4O3	1
C8H9O5NS	C13H16O8S	C5H7O3N-1	1
C8H11O5NS	C13H16O8S	C5H5O3N-1	1
C9H11O5NS	C13H16O8S	C4H5O3N-1	1
C9H10O6S	C13H16O8S	C4H6O2	1
C10H14O5S	C13H16O8S	C3H2O3	1
C11H12O5S	C13H16O8S	C2H4O3	1
C9H10O7S	C13H16O8S	C4H6O1	1
C11H11O5NS	C13H16O8S	C2H5O3N-1	1
C10H10O7S	C13H16O8S	C3H6O1	1
C11H15O6NS	C13H16O8S	C2H1O2N-1	1
C14H26O4S	C13H16O8S	C-1H-10O4	1
C10H12O8S	C13H16O8S	C3H4	1
C10H16O8S	C13H16O8S	C3	1
C13H15O5NS	C13H16O8S	H1O3N-1	1
C12H13O6NS	C13H16O8S	C1H3O2N-1	1
C11H11O7NS	C13H16O8S	C2H5O1N-1	1
C12H14O7S	C13H16O8S	C1H2O1	1
C14H24O5S	C13H16O8S	C-1H-8O3	1
C13H14O5N2S	C13H16O8S	H2O3N-2	1
C13H13O6NS	C13H16O8S	H3O2N-1	1
C13H16O7S	C13H16O8S	O1	1
C16H30O4S	C13H16O8S	C-3H-14O4	1
C12H16O8S	C13H16O8S	C1	1
C15H28O5S	C13H16O8S	C-2H-12O3	1
C12H18O8S	C13H16O8S	C1H-2	1
C14H15O6NS	C13H16O8S	C-1H1O2N-1	1
C14H17O6NS	C13H16O8S	C-1H-1O2N-1	1
C13H15O7NS	C13H16O8S	H1O1N-1	1
C13H14O8S	C13H16O8S	H2	1
C13H17O7NS	C13H16O8S	H-1O1N-1	1
C10H9O4N	C12H16O7N2S	C2H7O3N1S1	1
C7H9O5NS	C12H16O7N2S	C5H7O2N1	1
C10H12O4N2	C12H16O7N2S	C2H4O3S1	1
C9H9O4NS	C12H16O7N2S	C3H7O3N1	1
C11H9O5N	C12H16O7N2S	C1H7O2N1S1	1
C9H14O4N2S	C12H16O7N2S	C3H2O3	1
C10H12O4N2S	C12H16O7N2S	C2H4O3	1
C10H11O5NS	C12H16O7N2S	C2H5O2N1	1
C11H22O3N2S	C12H16O7N2S	C1H-6O4	1
C12H26O4S	C12H16O7N2S	H-10O3N2	1
C10H20O6S	C12H16O7N2S	C2H-4O1N2	1
C10H11O6NS	C12H16O7N2S	C2H5O1N1	1
C14H26O3S	C12H16O7N2S	C-2H-10O4N2	1
C10H13O6NS	C12H16O7N2S	C2H3O1N1	1
C14H28O3S	C12H16O7N2S	C-2H-12O4N2	1
C12H24O5S	C12H16O7N2S	H-8O2N2	1
C15H24O3S	C12H16O7N2S	C-3H-8O4N2	1
C11H14O5N2S	C12H16O7N2S	C1H2O2	1
C10H12O6N2S	C12H16O7N2S	C2H4O1	1
C14H24O4S	C12H16O7N2S	C-2H-8O3N2	1
C10H11O7NS	C12H16O7N2S	C2H5N1	1
C10H14O6N2S	C12H16O7N2S	C2H2O1	1
C14H26O4S	C12H16O7N2S	C-2H-10O3N2	1
C13H12O6N2	C12H16O7N2S	C-1H4O1S1	1
C10H15O7NS	C12H16O7N2S	C2H1N1	1
C13H15O5N3	C12H16O7N2S	C-1H1O2N-1S1	1
C12H22O6S	C12H16O7N2S	H-6O1N2	1
C10H17O7NS	C12H16O7N2S	C2H-1N1	1
C13H16O6N2	C12H16O7N2S	C-1O1S1	1
C12H14O5N2S	C12H16O7N2S	H2O2	1
C16H26O3S	C12H16O7N2S	C-4H-10O4N2	1
C11H12O6N2S	C12H16O7N2S	C1H4O1	1
C12H16O5N2S	C12H16O7N2S	O2	1
C12H15O6NS	C12H16O7N2S	H1O1N1	1
C11H14O6N2S	C12H16O7N2S	C1H2O1	1
C12H18O5N2S	C12H16O7N2S	H-2O2	1
C12H20O5N2S	C12H16O7N2S	H-4O2	1
C12H14O6N2S	C12H16O7N2S	H2O1	1
C16H28O4S	C12H16O7N2S	C-4H-12O3N2	1
C12H15O7NS	C12H16O7N2S	H1N1	1
C11H14O7N2S	C12H16O7N2S	C1H2	1
C12H18O6N2S	C12H16O7N2S	H-2O1	1
C11H16O7N2S	C12H16O7N2S	C1	1
C12H14O7N2S	C12H16O7N2S	H2	1
C9H11O4N	C13H16O10	C4H5O6N-1	1
C9H8O6	C13H16O10	C4H8O4	1
C10H11O5N	C13H16O10	C3H5O5N-1	1
C11H11O5N	C13H16O10	C2H5O5N-1	1
C10H9O6N	C13H16O10	C3H7O4N-1	1
C10H12O7	C13H16O10	C3H4O3	1
C10H14O7	C13H16O10	C3H2O3	1
C11H11O6N	C13H16O10	C2H5O4N-1	1
C11H10O7	C13H16O10	C2H6O3	1
C11H12O7	C13H16O10	C2H4O3	1
C11H14O7	C13H16O10	C2H2O3	1
C12H11O6N	C13H16O10	C1H5O4N-1	1
C12H13O6N	C13H16O10	C1H3O4N-1	1
C12H12O7	C13H16O10	C1H4O3	1
C11H11O7N	C13H16O10	C2H5O3N-1	1
C11H12O8	C13H16O10	C2H4O2	1
C11H14O8	C13H16O10	C2H2O2	1
C14H13O5N	C13H16O10	C-1H3O5N-1	1
C13H11O6N	C13H16O10	H5O4N-1	1
C12H11O7N	C13H16O10	C1H5O3N-1	1
C12H13O7N	C13H16O10	C1H3O3N-1	1
C11H11O8N	C13H16O10	C2H5O2N-1	1
C12H14O8	C13H16O10	C1H2O2	1
C11H14O9	C13H16O10	C2H2O1	1
C14H26O6	C13H16O10	C-1H-10O4	1
C15H30O5	C13H16O10	C-2H-14O5	1
C13H11O7N	C13H16O10	H5O3N-1	1
C14H14O7	C13H16O10	C-1H2O3	1
C12H11O8N	C13H16O10	C1H5O2N-1	1
C13H15O7N	C13H16O10	H1O3N-1	1
C13H14O8	C13H16O10	H2O2	1
C12H13O8N	C13H16O10	C1H3O2N-1	1
C13H17O7N	C13H16O10	H-1O3N-1	1
C13H16O8	C13H16O10	O2	1
C12H14O9	C13H16O10	C1H2O1	1
C13H18O8	C13H16O10	H-2O2	1
C16H30O5	C13H16O10	C-3H-14O5	1
C12H16O9	C13H16O10	C1O1	1
C14H24O7	C13H16O10	C-1H-8O3	1
C14H13O7N	C13H16O10	C-1H3O3N-1	1
C14H15O7N	C13H16O10	C-1H1O3N-1	1
C14H14O8	C13H16O10	C-1H2O2	1
C13H13O8N	C13H16O10	H3O2N-1	1
C13H12O9	C13H16O10	H4O1	1
C14H16O8	C13H16O10	C-1O2	1
C13H15O8N	C13H16O10	H1O2N-1	1
C17H30O5	C13H16O10	C-4H-14O5	1
C12H12O10	C13H16O10	C1H4	1
C13H16O9	C13H16O10	O1	1
C13H18O9	C13H16O10	H-2O1	1
C12H16O10	C13H16O10	C1	1
C15H15O7N	C13H16O10	C-2H1O3N-1	1
C11H17O8NS	C13H16O10	C2H-1O2N-1S-1	1
C14H15O8N	C13H16O10	C-1H1O2N-1	1
C13H13O9N	C13H16O10	H3O1N-1	1
C14H17O8N	C13H16O10	C-1H-1O2N-1	1
C14H16O9	C13H16O10	C-1O1	1
C13H14O10	C13H16O10	H2	1
C14H18O9	C13H16O10	C-1H-2O1	1
C9H10O3	C17H16O7	C8H6O4	1
C9H9O4N	C17H16O7	C8H7O3N-1	1
C11H11O3N	C17H16O7	C6H5O4N-1	1
C11H9O4N	C17H16O7	C6H7O3N-1	1
C9H9O4NS	C17H16O7	C8H7O3N-1S-1	1
C12H11O4N	C17H16O7	C5H5O3N-1	1
C12H10O5	C17H16O7	C5H6O2	1
C12H8O6	C17H16O7	C5H8O1	1
C12H10O6	C17H16O7	C5H6O1	1
C11H12O7	C17H16O7	C6H4	1
C11H14O5S	C17H16O7	C6H2O2S-1	1
C11H14O7	C17H16O7	C6H2	1
C13H11O5N	C17H16O7	C4H5O2N-1	1
C14H14O5	C17H16O7	C3H2O2	1
C12H9O6N	C17H16O7	C5H7O1N-1	1
C12H10O7	C17H16O7	C5H6	1
C11H10O8	C17H16O7	C6H6O-1	1
C15H10O5	C17H16O7	C2H6O2	1
C13H14O7	C17H16O7	C4H2	1
C14H22O4N2	C17H16O7	C3H-6O3N-2	1
C17H16O4	C17H16O7	O3	1
C16H14O5	C17H16O7	C1H2O2	1
C15H14O4N2	C17H16O7	C2H2O3N-2	1
C15H26O5	C17H16O7	C2H-10O2	1
C15H15O5N	C17H16O7	C2H1O2N-1	1
C15H14O6	C17H16O7	C2H2O1	1
C14H12O7	C17H16O7	C3H4	1
C14H16O7	C17H16O7	C3	1
C13H15O7N	C17H16O7	C4H1N-1	1
C13H14O6S	C17H16O7	C4H2O1S-1	1
C13H17O7N	C17H16O7	C4H-1N-1	1
C13H16O8	C17H16O7	C4O-1	1
C17H16O5	C17H16O7	O2	1
C16H15O5N	C17H16O7	C1H1O2N-1	1
C16H14O6	C17H16O7	C1H2O1	1
C17H18O5	C17H16O7	H-2O2	1
C15H14O7	C17H16O7	C2H2	1
C18H16O5	C17H16O7	C-1O2	1
C16H13O6N	C17H16O7	C1H3O1N-1	1
C16H12O7	C17H16O7	C1H4	1
C17H16O6	C17H16O7	O1	1
C13H22O7N2	C17H16O7	C4H-6N-2	1
C16H17O6N	C17H16O7	C1H-1O1N-1	1
C16H16O7	C17H16O7	C1	1
C20H32O3	C17H16O7	C-3H-16O4	1
C16H18O7	C17H16O7	C1H-2	1
C15H16O8	C17H16O7	C2O-1	1
C14H17O8N	C17H16O7	C3H-1O-1N-1	1
C18H17O5N	C17H16O7	C-1H-1O2N-1	1
C17H15O6N	C17H16O7	H1O1N-1	1
C17H14O7	C17H16O7	H2	1
C18H18O6	C17H16O7	C-1H-2O1	1
C17H17O6N	C17H16O7	H-1O1N-1	1
C9H11O2N	C16H16O6N2	C7H5O4N1	1
C11H18O3	C16H16O6N2	C5H-2O3N2	1
C10H7O4N	C16H16O6N2	C6H9O2N1	1
C10H11O4N	C16H16O6N2	C6H5O2N1	1
C11H17O3N	C16H16O6N2	C5H-1O3N1	1
C11H9O4N	C16H16O6N2	C5H7O2N1	1
C10H10O4N2	C16H16O6N2	C6H6O2	1
C12H17O3N	C16H16O6N2	C4H-1O3N1	1
C10H12O4N2	C16H16O6N2	C6H4O2	1
C11H7O3N3	C16H16O6N2	C5H9O3N-1	1
C11H20O5	C16H16O6N2	C5H-4O1N2	1
C11H10O4N2	C16H16O6N2	C5H6O2	1
C11H11O5N	C16H16O6N2	C5H5O1N1	1
C13H20O4	C16H16O6N2	C3H-4O2N2	1
C13H22O4	C16H16O6N2	C3H-6O2N2	1
C14H26O3	C16H16O6N2	C2H-10O3N2	1
C13H14O3N2	C16H16O6N2	C3H2O3	1
C11H18O6	C16H16O6N2	C5H-2N2	1
C12H22O5	C16H16O6N2	C4H-6O1N2	1
C11H10O5N2	C16H16O6N2	C5H6O1	1
C11H9O6N	C16H16O6N2	C5H7N1	1
C12H13O5N	C16H16O6N2	C4H3O1N1	1
C15H24O3	C16H16O6N2	C1H-8O3N2	1
C11H11O6N	C16H16O6N2	C5H5N1	1
C15H28O3	C16H16O6N2	C1H-12O3N2	1
C10H14O6N2	C16H16O6N2	C6H2	1
C14H14O3N2	C16H16O6N2	C2H2O3	1
C13H14O4N2	C16H16O6N2	C3H2O2	1
C16H26O3	C16H16O6N2	H-10O3N2	1
C14H20O5	C16H16O6N2	C2H-4O1N2	1
C13H12O5N2	C16H16O6N2	C3H4O1	1
C13H11O6N	C16H16O6N2	C3H5N1	1
C13H14O5N2	C16H16O6N2	C3H2O1	1
C17H26O3	C16H16O6N2	C-1H-10O3N2	1
C18H30O2	C16H16O6N2	C-2H-14O4N2	1
C13H16O5N2	C16H16O6N2	C3O1	1
C16H24O4	C16H16O6N2	H-8O2N2	1
C13H15O6N	C16H16O6N2	C3H1N1	1
C16H26O4	C16H16O6N2	H-10O2N2	1
C11H14O7N2	C16H16O6N2	C5H2O-1	1
C11H13O8N	C16H16O6N2	C5H3O-2N1	1
C15H16O4N2	C16H16O6N2	C1O2	1
C14H14O5N2	C16H16O6N2	C2H2O1	1
C18H26O3	C16H16O6N2	C-2H-10O3N2	1
C13H12O6N2	C16H16O6N2	C3H4	1
C14H16O5N2	C16H16O6N2	C2O1	1
C14H15O6N	C16H16O6N2	C2H1N1	1
C13H15O5N3	C16H16O6N2	C3H1O1N-1	1
C13H14O6N2	C16H16O6N2	C3H2	1
C18H30O3	C16H16O6N2	C-2H-14O3N2	1
C13H13O7N	C16H16O6N2	C3H3O-1N1	1
C13H16O6N2	C16H16O6N2	C3	1
C18H32O3	C16H16O6N2	C-2H-16O3N2	1
C13H14O8	C16H16O6N2	C3H2O-2N2	1
C15H22O6	C16H16O6N2	C1H-6N2	1
C16H16O4N2	C16H16O6N2	O2	1
C16H28O5	C16H16O6N2	H-12O1N2	1
C15H14O5N2	C16H16O6N2	C1H2O1	1
C15H16O5N2	C16H16O6N2	C1O1	1
C15H15O6N	C16H16O6N2	C1H1N1	1
C14H15O5N3	C16H16O6N2	C2H1O1N-1	1
C14H14O6N2	C16H16O6N2	C2H2	1
C15H17O6N	C16H16O6N2	C1H-1N1	1
C14H16O6N2	C16H16O6N2	C2	1
C18H30O4	C16H16O6N2	C-2H-14O2N2	1
C13H13O6NS	C16H16O6N2	C3H3N1S-1	1
C14H17O7N	C16H16O6N2	C2H-1O-1N1	1
C13H16O7N2	C16H16O6N2	C3O-1	1
C17H16O4N2	C16H16O6N2	C-1O2	1
C18H32O4	C16H16O6N2	C-2H-16O2N2	1
C17H30O5	C16H16O6N2	C-1H-14O1N2	1
C16H29O5N	C16H16O6N2	H-13O1N1	1
C16H15O6N	C16H16O6N2	H1N1	1
C15H27O6N	C16H16O6N2	C1H-11N1	1
C16H18O5N2	C16H16O6N2	H-2O1	1
C20H30O3	C16H16O6N2	C-4H-14O3N2	1
C15H17O5N3	C16H16O6N2	C1H-1O1N-1	1
C15H16O6N2	C16H16O6N2	C1	1
C19H28O4	C16H16O6N2	C-3H-12O2N2	1
C18H27O4N	C16H16O6N2	C-2H-11O2N1	1
C14H14O7N2	C16H16O6N2	C2H2O-1	1
C15H18O6N2	C16H16O6N2	C1H-2	1
C20H34O3	C16H16O6N2	C-4H-18O3N2	1
C15H17O7N	C16H16O6N2	C1H-1O-1N1	1
C15H16O8	C16H16O6N2	C1O-2N2	1
C14H16O7N2	C16H16O6N2	C2O-1	1
C19H32O4	C16H16O6N2	C-3H-16O2N2	1
C17H27O5N	C16H16O6N2	C-1H-11O1N1	1
C17H14O5N2	C16H16O6N2	C-1H2O1	1
C19H34O4	C16H16O6N2	C-3H-18O2N2	1
C14H17O8N	C16H16O6N2	C2H-1O-2N1	1
C13H17O7N3	C16H16O6N2	C3H-1O-1N-1	1
C17H29O5N	C16H16O6N2	C-1H-13O1N1	1
C18H32O5	C16H16O6N2	C-2H-16O1N2	1
C13H15O9N	C16H16O6N2	C3H1O-3N1	1
C16H15O5N3	C16H16O6N2	H1O1N-1	1
C13H17O7NS	C16H16O6N2	C3H-1O-1N1S-1	1
C8H12O4	C14H20O9	C6H8O5	1
C8H12O5	C14H20O9	C6H8O4	1
C8H12O6	C14H20O9	C6H8O3	1
C9H12O6	C14H20O9	C5H8O3	1
C10H11O5N	C14H20O9	C4H9O4N-1	1
C9H11O6N	C14H20O9	C5H9O3N-1	1
C10H14O6	C14H20O9	C4H6O3	1
C9H13O6N	C14H20O9	C5H7O3N-1	1
C9H12O7	C14H20O9	C5H8O2	1
C9H15O6N	C14H20O9	C5H5O3N-1	1
C12H15O4N	C14H20O9	C2H5O5N-1	1
C11H14O6	C14H20O9	C3H6O3	1
C10H12O7	C14H20O9	C4H8O2	1
C11H16O6	C14H20O9	C3H4O3	1
C10H15O6N	C14H20O9	C4H5O3N-1	1
C9H12O8	C14H20O9	C5H8O1	1
C9H15O5NS	C14H20O9	C5H5O4N-1S-1	1
C11H11O6N	C14H20O9	C3H9O3N-1	1
C12H15O5N	C14H20O9	C2H5O4N-1	1
C10H13O7N	C14H20O9	C4H7O2N-1	1
C11H17O6N	C14H20O9	C3H3O3N-1	1
C11H16O7	C14H20O9	C3H4O2	1
C11H18O7	C14H20O9	C3H2O2	1
C13H15O5N	C14H20O9	C1H5O4N-1	1
C11H14O6N2	C14H20O9	C3H6O3N-2	1
C11H15O7N	C14H20O9	C3H5O2N-1	1
C11H14O8	C14H20O9	C3H6O1	1
C15H17O4N	C14H20O9	C-1H3O5N-1	1
C11H16O8	C14H20O9	C3H4O1	1
C14H15O5N	C14H20O9	H5O4N-1	1
C11H18O8	C14H20O9	C3H2O1	1
C13H17O6N	C14H20O9	C1H3O3N-1	1
C12H18O6N2	C14H20O9	C2H2O3N-2	1
C11H15O8N	C14H20O9	C3H5O1N-1	1
C15H30O5	C14H20O9	C-1H-10O4	1
C11H16O9	C14H20O9	C3H4	1
C11H19O8N	C14H20O9	C3H1O1N-1	1
C15H18O6	C14H20O9	C-1H2O3	1
C13H12O8	C14H20O9	C1H8O1	1
C14H19O6N	C14H20O9	H1O3N-1	1
C10H18O8S	C14H20O9	C4H2O1S-1	1
C14H18O7	C14H20O9	H2O2	1
C14H22O5N2	C14H20O9	H-2O4N-2	1
C13H16O8	C14H20O9	C1H4O1	1
C17H32O4	C14H20O9	C-3H-12O5	1
C12H15O8N	C14H20O9	C2H5O1N-1	1
C13H19O7N	C14H20O9	C1H1O2N-1	1
C12H17O8N	C14H20O9	C2H3O1N-1	1
C12H16O9	C14H20O9	C2H4	1
C13H20O8	C14H20O9	C1O1	1
C14H24O7	C14H20O9	H-4O2	1
C15H28O6	C14H20O9	C-1H-8O3	1
C15H17O6N	C14H20O9	C-1H3O3N-1	1
C15H19O6N	C14H20O9	C-1H1O3N-1	1
C14H17O7N	C14H20O9	H3O2N-1	1
C15H21O6N	C14H20O9	C-1H-1O3N-1	1
C14H16O8	C14H20O9	H4O1	1
C15H20O7	C14H20O9	C-1O2	1
C18H32O4	C14H20O9	C-4H-12O5	1
C14H18O8	C14H20O9	H2O1	1
C18H34O4	C14H20O9	C-4H-14O5	1
C13H19O8N	C14H20O9	C1H1O1N-1	1
C12H17O9N	C14H20O9	C2H3N-1	1
C16H17O6N	C14H20O9	C-2H3O3N-1	1
C13H21O8N	C14H20O9	C1H-1O1N-1	1
C13H20O9	C14H20O9	C1	1
C12H18O8S	C14H20O9	C2H2O1S-1	1
C15H17O7N	C14H20O9	C-1H3O2N-1	1
C12H21O7NS	C14H20O9	C2H-1O2N-1S-1	1
C15H19O7N	C14H20O9	C-1H1O2N-1	1
C16H22O7	C14H20O9	C-2H-2O2	1
C15H21O7N	C14H20O9	C-1H-1O2N-1	1
C18H34O5	C14H20O9	C-4H-14O4	1
C12H22O3	C13H20O8N2	C1H-2O5N2	1
C10H14O4N2	C13H20O8N2	C3H6O4	1
C13H22O3	C13H20O8N2	H-2O5N2	1
C10H13O5N	C13H20O8N2	C3H7O3N1	1
C10H10O5N2	C13H20O8N2	C3H10O3	1
C10H14O5N2	C13H20O8N2	C3H6O3	1
C14H28O3	C13H20O8N2	C-1H-8O5N2	1
C10H15O6N	C13H20O8N2	C3H5O2N1	1
C14H22O4	C13H20O8N2	C-1H-2O4N2	1
C11H15O6N	C13H20O8N2	C2H5O2N1	1
C12H16O5N2	C13H20O8N2	C1H4O3	1
C15H24O4	C13H20O8N2	C-2H-4O4N2	1
C15H28O4	C13H20O8N2	C-2H-8O4N2	1
C13H15O4N3	C13H20O8N2	H5O4N-1	1
C13H12O7	C13H20O8N2	H8O1N2	1
C16H26O4	C13H20O8N2	C-3H-6O4N2	1
C12H16O6N2	C13H20O8N2	C1H4O2	1
C16H28O4	C13H20O8N2	C-3H-8O4N2	1
C12H18O6N2	C13H20O8N2	C1H2O2	1
C12H20O6N2	C13H20O8N2	C1O2	1
C15H28O5	C13H20O8N2	C-2H-8O3N2	1
C13H15O5N3	C13H20O8N2	H5O3N-1	1
C13H18O6N2	C13H20O8N2	H2O2	1
C17H32O4	C13H20O8N2	C-4H-12O4N2	1
C13H19O7N	C13H20O8N2	H1O1N1	1
C12H19O6N3	C13H20O8N2	C1H1O2N-1	1
C16H30O5	C13H20O8N2	C-3H-10O3N2	1
C12H20O7N2	C13H20O8N2	C1O1	1
C12H21O8N	C13H20O8N2	C1H-1N1	1
C14H18O6N2	C13H20O8N2	C-1H2O2	1
C13H16O7N2	C13H20O8N2	H4O1	1
C17H30O5	C13H20O8N2	C-4H-10O3N2	1
C13H20O7N2	C13H20O8N2	O1	1
C13H19O8N	C13H20O8N2	H1N1	1
C13H22O7N2	C13H20O8N2	H-2O1	1
C13H17O7N3	C13H20O8N2	H3O1N-1	1
C14H20O7N2	C13H20O8N2	C-1O1	1
C13H19O7N3	C13H20O8N2	H1O1N-1	1
C13H18O8N2	C13H20O8N2	H2	1
C14H22O7N2	C13H20O8N2	C-1H-2O1	1
C18H34O5	C13H20O8N2	C-5H-14O3N2	1
C13H21O7N3	C13H20O8N2	H-1O1N-1	1
C8H8O4	C18H20O6	C10H12O2	1
C10H10O4	C18H20O6	C8H10O2	1
C10H13O3N	C18H20O6	C8H7O3N-1	1
C12H16O3	C18H20O6	C6H4O3	1
C11H10O5	C18H20O6	C7H10O1	1
C12H16O4	C18H20O6	C6H4O2	1
C13H10O2N2	C18H20O6	C5H10O4N-2	1
C11H14O5	C18H20O6	C7H6O1	1
C12H13O4N	C18H20O6	C6H7O2N-1	1
C12H17O4N	C18H20O6	C6H3O2N-1	1
C12H10O6	C18H20O6	C6H10	1
C13H14O5	C18H20O6	C5H6O1	1
C15H28O3	C18H20O6	C3H-8O3	1
C14H10O5	C18H20O6	C4H10O1	1
C15H14O4	C18H20O6	C3H6O2	1
C12H18O6	C18H20O6	C6H2	1
C14H13O4N	C18H20O6	C4H7O2N-1	1
C14H15O4N	C18H20O6	C4H5O2N-1	1
C14H14O5	C18H20O6	C4H6O1	1
C13H13O5N	C18H20O6	C5H7O1N-1	1
C13H14O6	C18H20O6	C5H6	1
C13H16O6	C18H20O6	C5H4	1
C17H32O2	C18H20O6	C1H-12O4	1
C12H14O7	C18H20O6	C6H6O-1	1
C15H15O4N	C18H20O6	C3H5O2N-1	1
C11H14O8	C18H20O6	C7H6O-2	1
C15H17O4N	C18H20O6	C3H3O2N-1	1
C14H12O6	C18H20O6	C4H8	1
C15H16O5	C18H20O6	C3H4O1	1
C15H18O5	C18H20O6	C3H2O1	1
C17H16O4	C18H20O6	C1H4O2	1
C16H15O4N	C18H20O6	C2H5O2N-1	1
C16H30O4	C18H20O6	C2H-10O2	1
C16H16O5	C18H20O6	C2H4O1	1
C12H19O7N	C18H20O6	C6H1O-1N-1	1
C16H19O4N	C18H20O6	C2H1O2N-1	1
C15H19O5N	C18H20O6	C3H1O1N-1	1
C14H14O7	C18H20O6	C4H6O-1	1
C15H18O6	C18H20O6	C3H2	1
C18H32O3	C18H20O6	H-12O3	1
C14H19O6N	C18H20O6	C4H1N-1	1
C14H21O6N	C18H20O6	C4H-1N-1	1
C17H16O5	C18H20O6	C1H4O1	1
C14H20O7	C18H20O6	C4O-1	1
C17H19O4N	C18H20O6	C1H1O2N-1	1
C16H16O6	C18H20O6	C2H4	1
C16H19O5N	C18H20O6	C2H1O1N-1	1
C19H19O3N	C18H20O6	C-1H1O3N-1	1
C13H14O7S	C18H20O6	C5H6O-1S-1	1
C17H17O5N	C18H20O6	C1H3O1N-1	1
C17H18O6	C18H20O6	C1H2	1
C17H21O5N	C18H20O6	C1H-1O1N-1	1
C20H32O3	C18H20O6	C-2H-12O3	1
C17H22O6	C18H20O6	C1H-2	1
C16H20O7	C18H20O6	C2O-1	1
C18H17O5N	C18H20O6	H3O1N-1	1
C18H19O5N	C18H20O6	H1O1N-1	1
C18H21O5N	C18H20O6	H-1O1N-1	1
C8H10O3S	C15H24O6S	C7H14O3	1
C8H14O4S	C15H24O6S	C7H10O2	1
C7H9O5NS	C15H24O6S	C8H15O1N-1	1
C8H14O5S	C15H24O6S	C7H10O1	1
C8H10O6S	C15H24O6S	C7H14	1
C12H14O3S	C15H24O6S	C3H10O3	1
C12H20O3S	C15H24O6S	C3H4O3	1
C9H14O6S	C15H24O6S	C6H10	1
C11H14O5S	C15H24O6S	C4H10O1	1
C12H22O4S	C15H24O6S	C3H2O2	1
C10H17O5NS	C15H24O6S	C5H7O1N-1	1
C9H18O7S	C15H24O6S	C6H6O-1	1
C11H16O6S	C15H24O6S	C4H8	1
C12H22O5S	C15H24O6S	C3H2O1	1
C12H24O5S	C15H24O6S	C3O1	1
C15H24O3S	C15H24O6S	O3	1
C14H24O4S	C15H24O6S	C1O2	1
C12H20O6S	C15H24O6S	C3H4	1
C16H20O5	C15H24O6S	C-1H4O1S1	1
C13H24O5S	C15H24O6S	C2O1	1
C11H18O7S	C15H24O6S	C4H6O-1	1
C12H22O6S	C15H24O6S	C3H2	1
C11H20O7S	C15H24O6S	C4H4O-1	1
C12H11O6NS	C15H24O6S	C3H13N-1	1
C12H13O6NS	C15H24O6S	C3H11N-1	1
C13H19O5NS	C15H24O6S	C2H5O1N-1	1
C15H26O4S	C15H24O6S	H-2O2	1
C12H24O7S	C15H24O6S	C3O-1	1
C13H21O6NS	C15H24O6S	C2H3N-1	1
C13H24O7S	C15H24O6S	C2O-1	1
C16H26O5S	C15H24O6S	C-1H-2O1	1
C10H20O3	C17H20O5N2	C7O2N2	1
C11H12O2N2	C17H20O5N2	C6H8O3	1
C11H15O3N	C17H20O5N2	C6H5O2N1	1
C10H10O4N2	C17H20O5N2	C7H10O1	1
C11H14O3N2	C17H20O5N2	C6H6O2	1
C11H16O3N2	C17H20O5N2	C6H4O2	1
C10H14O4N2	C17H20O5N2	C7H6O1	1
C14H28O2	C17H20O5N2	C3H-8O3N2	1
C13H14O2N2	C17H20O5N2	C4H6O3	1
C12H12O3N2	C17H20O5N2	C5H8O2	1
C12H14O3N2	C17H20O5N2	C5H6O2	1
C15H28O2	C17H20O5N2	C2H-8O3N2	1
C15H30O2	C17H20O5N2	C2H-10O3N2	1
C12H22O5	C17H20O5N2	C5H-2N2	1
C13H13O4N	C17H20O5N2	C4H7O1N1	1
C13H15O4N	C17H20O5N2	C4H5O1N1	1
