Small_molecule	Large_molecule	Molecular_transformation	Correlation_index
C16H30O6N4	C17H30O7N4	C1O1	1
C16H30O7N4	C17H30O7N4	C1	1
C18H30O6N4	C17H30O7N4	C-1O1	1
C18H32O6N4	C17H30O7N4	C-1H-2O1	1
C12H20O3	C20H34O8	C8H14O5	1
C9H16O6	C20H34O8	C11H18O2	1
C11H16O5	C20H34O8	C9H18O3	1
C11H17O5N	C20H34O8	C9H17O3N-1	1
C9H12O6N2	C20H34O8	C11H22O2N-2	1
C10H14O7	C20H34O8	C10H20O1	1
C11H13O6N	C20H34O8	C9H21O2N-1	1
C13H20O5	C20H34O8	C7H14O3	1
C12H19O5N	C20H34O8	C8H15O3N-1	1
C14H26O4	C20H34O8	C6H8O4	1
C12H20O6	C20H34O8	C8H14O2	1
C11H19O6N	C20H34O8	C9H15O2N-1	1
C10H14O6S	C20H34O8	C10H20O2S-1	1
C10H14O8	C20H34O8	C10H20	1
C11H15O7N	C20H34O8	C9H19O1N-1	1
C12H18O7	C20H34O8	C8H16O1	1
C14H26O5	C20H34O8	C6H8O3	1
C11H16O8	C20H34O8	C9H18	1
C12H20O7	C20H34O8	C8H14O1	1
C13H15O6N	C20H34O8	C7H19O2N-1	1
C11H12O7N2	C20H34O8	C9H22O1N-2	1
C11H14O7N2	C20H34O8	C9H20O1N-2	1
C11H13O8N	C20H34O8	C9H21N-1	1
C12H16O8	C20H34O8	C8H18	1
C12H19O7N	C20H34O8	C8H15O1N-1	1
C18H26O3	C20H34O8	C2H8O5	1
C12H21O7N	C20H34O8	C8H13O1N-1	1
C11H16O7S	C20H34O8	C9H18O1S-1	1
C11H16O9	C20H34O8	C9H18O-1	1
C13H14O6N2	C20H34O8	C7H20O2N-2	1
C16H25O4N	C20H34O8	C4H9O4N-1	1
C13H16O6N2	C20H34O8	C7H18O2N-2	1
C17H28O4	C20H34O8	C3H6O4	1
C12H14O7N2	C20H34O8	C8H20O1N-2	1
C16H26O5	C20H34O8	C4H8O3	1
C15H25O5N	C20H34O8	C5H9O3N-1	1
C16H28O5	C20H34O8	C4H6O3	1
C12H15O8N	C20H34O8	C8H19N-1	1
C15H27O5N	C20H34O8	C5H7O3N-1	1
C11H14O8N2	C20H34O8	C9H20N-2	1
C15H26O6	C20H34O8	C5H8O2	1
C16H30O5	C20H34O8	C4H4O3	1
C11H16O8N2	C20H34O8	C9H18N-2	1
C14H14O6N2	C20H34O8	C6H20O2N-2	1
C12H18O9	C20H34O8	C8H16O-1	1
C14H16O6N2	C20H34O8	C6H18O2N-2	1
C18H28O4	C20H34O8	C2H6O4	1
C17H27O4N	C20H34O8	C3H7O4N-1	1
C13H14O7N2	C20H34O8	C7H20O1N-2	1
C13H12O9	C20H34O8	C7H22O-1	1
C13H16O7N2	C20H34O8	C7H18O1N-2	1
C17H28O5	C20H34O8	C3H6O3	1
C12H14O8N2	C20H34O8	C8H20N-2	1
C13H18O7N2	C20H34O8	C7H16O1N-2	1
C17H30O5	C20H34O8	C3H4O3	1
C12H13O9N	C20H34O8	C8H21O-1N-1	1
C16H29O5N	C20H34O8	C4H5O3N-1	1
C13H16O9	C20H34O8	C7H18O-1	1
C12H16O8N2	C20H34O8	C8H18N-2	1
C16H28O6	C20H34O8	C4H6O2	1
C17H32O5	C20H34O8	C3H2O3	1
C12H15O9N	C20H34O8	C8H19O-1N-1	1
C13H18O9	C20H34O8	C7H16O-1	1
C12H17O9N	C20H34O8	C8H17O-1N-1	1
C15H16O6N2	C20H34O8	C5H18O2N-2	1
C13H20O9	C20H34O8	C7H14O-1	1
C14H24O8	C20H34O8	C6H10	1
C15H28O7	C20H34O8	C5H6O1	1
C14H14O7N2	C20H34O8	C6H20O1N-2	1
C15H18O6N2	C20H34O8	C5H16O2N-2	1
C18H29O4N	C20H34O8	C2H5O4N-1	1
C14H16O7N2	C20H34O8	C6H18O1N-2	1
C17H24O6	C20H34O8	C3H10O2	1
C18H28O5	C20H34O8	C2H6O3	1
C13H14O8N2	C20H34O8	C7H20N-2	1
C17H26O6	C20H34O8	C3H8O2	1
C18H30O5	C20H34O8	C2H4O3	1
C13H13O9N	C20H34O8	C7H21O-1N-1	1
C14H17O8N	C20H34O8	C6H17N-1	1
C13H16O8N2	C20H34O8	C7H18N-2	1
C17H28O6	C20H34O8	C3H6O2	1
C18H32O5	C20H34O8	C2H2O3	1
C13H15O9N	C20H34O8	C7H19O-1N-1	1
C16H27O6N	C20H34O8	C4H7O2N-1	1
C17H31O5N	C20H34O8	C3H3O3N-1	1
C13H18O8N2	C20H34O8	C7H16N-2	1
C17H30O6	C20H34O8	C3H4O2	1
C13H17O9N	C20H34O8	C7H17O-1N-1	1
C14H20O9	C20H34O8	C6H14O-1	1
C16H28O7	C20H34O8	C4H6O1	1
C17H32O6	C20H34O8	C3H2O2	1
C16H18O6N2	C20H34O8	C4H16O2N-2	1
C15H16O7N2	C20H34O8	C5H18O1N-2	1
C15H18O7N2	C20H34O8	C5H16O1N-2	1
C19H30O5	C20H34O8	C1H4O3	1
C14H17O7N3	C20H34O8	C6H17O1N-3	1
C18H29O5N	C20H34O8	C2H5O3N-1	1
C14H16O8N2	C20H34O8	C6H18N-2	1
C15H20O7N2	C20H34O8	C5H14O1N-2	1
C15H19O8N	C20H34O8	C5H15N-1	1
C14H19O7N3	C20H34O8	C6H15O1N-3	1
C14H18O8N2	C20H34O8	C6H16N-2	1
C18H30O6	C20H34O8	C2H4O2	1
C14H17O9N	C20H34O8	C6H17O-1N-1	1
C17H28O7	C20H34O8	C3H6O1	1
C18H32O6	C20H34O8	C2H2O2	1
C14H19O9N	C20H34O8	C6H15O-1N-1	1
C16H26O8	C20H34O8	C4H8	1
C13H20O9N2	C20H34O8	C7H14O-1N-2	1
C17H32O7	C20H34O8	C3H2O1	1
C15H14O8N2	C20H34O8	C5H20N-2	1
C16H18O7N2	C20H34O8	C4H16O1N-2	1
C15H16O8N2	C20H34O8	C5H18N-2	1
C16H20O7N2	C20H34O8	C4H14O1N-2	1
C19H31O5N	C20H34O8	C1H3O3N-1	1
C15H18O8N2	C20H34O8	C5H16N-2	1
C18H26O7	C20H34O8	C2H8O1	1
C15H17O9N	C20H34O8	C5H17O-1N-1	1
C14H17O8N3	C20H34O8	C6H17N-3	1
C18H29O6N	C20H34O8	C2H5O2N-1	1
C14H16O9N2	C20H34O8	C6H18O-1N-2	1
C19H32O6	C20H34O8	C1H2O2	1
C14H15O10N	C20H34O8	C6H19O-2N-1	1
C15H19O9N	C20H34O8	C5H15O-1N-1	1
C18H30O7	C20H34O8	C2H4O1	1
C19H34O6	C20H34O8	C1O2	1
C14H17O10N	C20H34O8	C6H17O-2N-1	1
C15H21O9N	C20H34O8	C5H13O-1N-1	1
C18H33O6N	C20H34O8	C2H1O2N-1	1
C18H32O7	C20H34O8	C2H2O1	1
C14H19O10N	C20H34O8	C6H15O-2N-1	1
C18H34O7	C20H34O8	C2O1	1
C17H17O8N	C20H34O8	C3H17N-1	1
C16H16O8N2	C20H34O8	C4H18N-2	1
C21H32O5	C20H34O8	C-1H2O3	1
C16H15O9N	C20H34O8	C4H19O-1N-1	1
C16H18O8N2	C20H34O8	C4H16N-2	1
C17H22O7N2	C20H34O8	C3H12O1N-2	1
C19H26O7	C20H34O8	C1H8O1	1
C20H30O6	C20H34O8	H4O2	1
C16H17O9N	C20H34O8	C4H17O-1N-1	1
C19H29O6N	C20H34O8	C1H5O2N-1	1
C20H33O5N	C20H34O8	H1O3N-1	1
C15H16O9N2	C20H34O8	C5H18O-1N-2	1
C16H20O8N2	C20H34O8	C4H14N-2	1
C16H19O9N	C20H34O8	C4H15O-1N-1	1
C15H19O8N3	C20H34O8	C5H15N-3	1
C17H23O8N	C20H34O8	C3H11N-1	1
C16H23O7N3	C20H34O8	C4H11O1N-3	1
C19H31O6N	C20H34O8	C1H3O2N-1	1
C20H35O5N	C20H34O8	H-1O3N-1	1
C15H18O9N2	C20H34O8	C5H16O-1N-2	1
C19H30O7	C20H34O8	C1H4O1	1
C15H17O10N	C20H34O8	C5H17O-2N-1	1
C19H33O6N	C20H34O8	C1H1O2N-1	1
C15H16O11	C20H34O8	C5H18O-3	1
C15H20O9N2	C20H34O8	C5H14O-1N-2	1
C19H32O7	C20H34O8	C1H2O1	1
C20H36O6	C20H34O8	H-2O2	1
C15H19O10N	C20H34O8	C5H15O-2N-1	1
C14H19O9N3	C20H34O8	C6H15O-1N-3	1
C18H31O7N	C20H34O8	C2H3O1N-1	1
C15H18O11	C20H34O8	C5H16O-3	1
C14H18O10N2	C20H34O8	C6H16O-2N-2	1
C18H30O8	C20H34O8	C2H4	1
C19H34O7	C20H34O8	C1O1	1
C18H33O7N	C20H34O8	C2H1O1N-1	1
C17H16O8N2	C20H34O8	C3H18N-2	1
C14H20O10N2	C20H34O8	C6H14O-2N-2	1
C18H32O8	C20H34O8	C2H2	1
C18H19O8N	C20H34O8	C2H15N-1	1
C17H18O8N2	C20H34O8	C3H16N-2	1
C18H34O8	C20H34O8	C2	1
C17H17O9N	C20H34O8	C3H17O-1N-1	1
C20H29O6N	C20H34O8	H5O2N-1	1
C16H16O9N2	C20H34O8	C4H18O-1N-2	1
C18H24O7N2	C20H34O8	C2H10O1N-2	1
C19H28O6N2	C20H34O8	C1H6O2N-2	1
C21H32O6	C20H34O8	C-1H2O2	1
C16H19O8N3	C20H34O8	C4H15N-3	1
C18H23O8N	C20H34O8	C2H11N-1	1
C20H31O6N	C20H34O8	H3O2N-1	1
C21H35O5N	C20H34O8	C-1H-1O3N-1	1
C16H18O9N2	C20H34O8	C4H16O-1N-2	1
C17H22O8N2	C20H34O8	C3H12N-2	1
C20H30O7	C20H34O8	H4O1	1
C21H34O6	C20H34O8	C-1O2	1
C16H17O10N	C20H34O8	C4H17O-2N-1	1
C17H21O9N	C20H34O8	C3H13O-1N-1	1
C20H33O6N	C20H34O8	H1O2N-1	1
C16H16O11	C20H34O8	C4H18O-3	1
C16H20O9N2	C20H34O8	C4H14O-1N-2	1
C16H19O10N	C20H34O8	C4H15O-2N-1	1
C15H18O10N2	C20H34O8	C5H16O-2N-2	1
C16H22O9N2	C20H34O8	C4H12O-1N-2	1
C19H30O8	C20H34O8	C1H4	1
C16H21O10N	C20H34O8	C4H13O-2N-1	1
C16H20O11	C20H34O8	C4H14O-3	1
C15H20O10N2	C20H34O8	C5H14O-2N-2	1
C20H36O7	C20H34O8	H-2O1	1
C15H19O11N	C20H34O8	C5H15O-3N-1	1
C15H23O9N3	C20H34O8	C5H11O-1N-3	1
C18H31O8N	C20H34O8	C2H3N-1	1
C18H18O8N2	C20H34O8	C2H16N-2	1
C16H22O11	C20H34O8	C4H12O-3	1
C15H22O10N2	C20H34O8	C5H12O-2N-2	1
C18H17O9N	C20H34O8	C2H17O-1N-1	1
C18H20O8N2	C20H34O8	C2H14N-2	1
C18H32O7S	C20H34O8	C2H2O1S-1	1
C18H19O9N	C20H34O8	C2H15O-1N-1	1
C21H31O6N	C20H34O8	C-1H3O2N-1	1
C17H18O9N2	C20H34O8	C3H16O-1N-2	1
C17H17O10N	C20H34O8	C3H17O-2N-1	1
C17H16O11	C20H34O8	C3H18O-3	1
C17H20O9N2	C20H34O8	C3H14O-1N-2	1
C21H32O7	C20H34O8	C-1H2O1	1
C22H36O6	C20H34O8	C-2H-2O2	1
C16H19O9N3	C20H34O8	C4H15O-1N-3	1
C20H31O7N	C20H34O8	H3O1N-1	1
C17H18O11	C20H34O8	C3H16O-3	1
C16H18O10N2	C20H34O8	C4H16O-2N-2	1
C17H22O9N2	C20H34O8	C3H12O-1N-2	1
C21H34O7	C20H34O8	C-1O1	1
C16H21O9N3	C20H34O8	C4H13O-1N-3	1
C20H33O7N	C20H34O8	H1O1N-1	1
C17H20O11	C20H34O8	C3H14O-3	1
C16H20O10N2	C20H34O8	C4H14O-2N-2	1
C21H36O7	C20H34O8	C-1H-2O1	1
C16H19O11N	C20H34O8	C4H15O-3N-1	1
C16H23O9N3	C20H34O8	C4H11O-1N-3	1
C16H22O10N2	C20H34O8	C4H12O-2N-2	1
C15H29O4N3	C18H34O6N4	C3H5O2N1	1
C14H27O5N3	C18H34O6N4	C4H7O1N1	1
C13H21O6NS	C18H34O6N4	C5H13N3S-1	1
C16H22O7	C18H34O6N4	C2H12O-1N4	1
C16H31O5N3	C18H34O6N4	C2H3O1N1	1
C18H26O5N2	C18H34O6N4	H8O1N2	1
C13H17O8N5	C18H34O6N4	C5H17O-2N-1	1
C17H32O5N4	C18H34O6N4	C1H2O1	1
C19H36O5N4	C18H34O6N4	C-1H-2O1	1
C10H20O5	C21H38O7	C11H18O2	1
C11H19O4N	C21H38O7	C10H19O3N-1	1
C10H16O5N2	C21H38O7	C11H22O2N-2	1
C13H24O4	C21H38O7	C8H14O3	1
C11H18O6	C21H38O7	C10H20O1	1
C11H20O6	C21H38O7	C10H18O1	1
C14H26O4	C21H38O7	C7H12O3	1
C15H30O3	C21H38O7	C6H8O4	1
C12H20O6	C21H38O7	C9H18O1	1
C10H15O7N	C21H38O7	C11H23N-1	1
C11H20O7	C21H38O7	C10H18	1
C11H16O6N2	C21H38O7	C10H22O1N-2	1
C11H15O7N	C21H38O7	C10H23N-1	1
C12H19O6N	C21H38O7	C9H19O1N-1	1
C13H22O6	C21H38O7	C8H16O1	1
C11H17O7N	C21H38O7	C10H21N-1	1
C12H20O7	C21H38O7	C9H18	1
C12H22O7	C21H38O7	C9H16	1
C14H19O5N	C21H38O7	C7H19O2N-1	1
