formula,C,H,N,O,S,molecular_weight,H.C,O.C,N.C,S.C,DBE,DBEO,DBEAI,DBEAImod,NOSC,Gibbs,AI,AImod,KDF_CH2,Y_met,classification,WZ0616E,WZ0714I,WZ0714E,WZ0728E,WZ0811E,WZ0825E,WZ0915E,BJ0613E,QQ0615E,QH0615E,JZ0617E,CS0617E,FS0617E,QQ0627E,QH0629E,JZ0701E,CS0701E,FS0702E,BJ0704E,QH0714E,QH0714I,JZ0715I,JZ0715E,CS0715I,CS0715E,FS0716I,FS0716E,QQ0718I,QQ0718E,BJ0718I,BJ0718E,QH0720E,JZ0729E,FS0729E,QQ0801E,BJ0801E,QH0803E,BJ0815E,QQ0815E,QH0817E,JZ0819E,FS0819E,CS0825E,CS0908E,QQ0913E,BJ0919E,CS0917E,JZ0916E,FS0916E
C16H12O15,16,12,0,15,0,444.017625,0.75,0.9375,0,0,11,-4,-4,3.5,1.125,28.2375,-4,0.411764706,-0.478169047,0.163781102,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000516589,0,0,0,0,0,0,0,0,0,0,0,0
C16H12O3N2,16,12,2,3,0,280.084793,0.75,0.1875,0.125,0,12,9,7,8.5,0,60.3,0.636363636,0.68,-0.227952182,0.128976611,unclassified,4.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H12O5,16,12,0,5,0,284.068475,0.75,0.3125,0,0,11,6,6,8.5,-0.125,63.8625,0.545454545,0.62962963,-0.248718397,0.123787583,lignin,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12E-05,0,9.82E-05,0,0,0,0.000240369,0,0.000142997,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02E-05,0,0,0,0,0
C16H12O5N2,16,12,2,5,0,312.074623,0.75,0.3125,0.125,0,12,7,5,7.5,0.25,53.175,0.555555556,0.652173913,-0.273842312,0.135081539,lignin,8.98E-05,0,0.00031296,0.000291339,0.000289,0.000308124,0.00016489,7.87E-05,5.39E-05,0,5.91E-05,3.82E-05,4.02E-05,5.51E-05,0,7.14E-05,5.22E-05,4.18E-05,5.36E-05,0,0,0,6.11E-05,0,0,0,5.27E-05,0,7.76E-05,0,9.06E-05,0,4.80E-05,5.07E-05,4.72E-05,6.68E-05,0,7.90E-05,9.89E-05,0,5.03E-05,4.04E-05,0,5.08E-05,0,4.40E-05,0,0,4.67E-05
C16H12O6,16,12,0,6,0,300.06339,0.75,0.375,0,0,11,5,5,8,0,60.3,0.5,0.615384615,-0.271663462,0.126885997,lignin,0,0,6.31E-05,0,0,0,5.44E-05,3.64E-05,0,3.84E-05,4.69E-05,0,3.48E-05,0,0,4.50E-05,3.63E-05,0,0,0,0,0,0,0,0,0,0,5.52E-05,0,0,0,0,0,0,0,0,6.05E-05,0,0,5.45E-05,0,3.55E-05,0,0,0,4.17E-05,3.61E-05,0,4.97E-05
C16H12O6N2,16,12,2,6,0,328.069538,0.75,0.375,0.125,0,12,6,4,7,0.375,49.6125,0.5,0.636363636,-0.296787377,0.138779567,lignin,0,0,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H12O6N4,16,12,4,6,0,356.075686,0.75,0.375,0.25,0,13,7,3,6,0.75,38.925,0.5,0.666666667,-0.321911292,0.153133421,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H12O7,16,12,0,7,0,316.058305,0.75,0.4375,0,0,11,4,4,7.5,0.125,56.7375,0.444444444,0.6,-0.294608527,0.130143501,lignin,5.90E-05,0,0.000455018,9.15E-05,0,0,7.01E-05,5.82E-05,0,3.65E-05,0,4.46E-05,0,5.31E-05,0,7.60E-05,5.93E-05,0,6.95E-05,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,5.68E-05,4.68E-05,0,6.19E-05,0,0,0,0,4.13E-05,0,0,0,0,0,0
C16H12O7N4S,16,12,4,7,1,404.042672,0.75,0.4375,0.25,0.0625,13,6,1,4.5,1,31.8,0.25,0.6,-0.408485657,0.144722511,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H12O8,16,12,0,8,0,332.05322,0.75,0.5,0,0,11,3,3,7,0.25,53.175,0.375,0.583333333,-0.317553592,0.13357267,lignin,0,5.75E-05,5.91E-05,0,0,0,5.33E-05,5.64E-05,0,0,0,0,0,0,0,0,4.50E-05,0,0,0,0,0,0,0.000114811,0,0,0,0,0,7.24E-05,6.66E-05,0,0,0,0,4.20E-05,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,4.18E-05
C16H12O8N4,16,12,4,8,0,388.065516,0.75,0.5,0.25,0,13,5,1,5,1,31.8,0.25,0.625,-0.367801422,0.162979944,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H12O9,16,12,0,9,0,348.048135,0.75,0.5625,0,0,11,2,2,6.5,0.375,49.6125,0.285714286,0.565217391,-0.340498657,0.13718744,lignin,6.65E-05,0,0,0,0,0,7.58E-05,4.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231659,0,9.83E-05,0,9.38E-05,6.08E-05,0.000270282,5.33E-05,0,0,0,0,5.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O10N5,16,13,5,10,0,435.066245,0.8125,0.625,0.3125,0,13,3,-2,3,1.375,21.1125,-2,0.5,-0.419553856,0.18174818,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,0,5.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O11N5,16,13,5,11,0,451.06116,0.8125,0.6875,0.3125,0,13,2,-3,2.5,1.5,17.55,#NAME?,0.454545455,-0.442498921,0.188506604,tannins,0,0,0,0,0,0,0,0,0,0,0,4.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71E-05,0,0,0,0,0,0,0,0,0
C16H13O13NS,16,13,1,13,1,459.010765,0.8125,0.8125,0.0625,0.0625,11,-2,-4,2.5,1.125,28.2375,-4,0.333333333,-0.501770521,0.146242689,tannins,0,0,0,0,0,0,0,0,0,0,5.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001021712,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O2NS,16,13,1,2,1,283.0667,0.8125,0.125,0.0625,0.0625,11,9,7,8,-0.25,67.425,0.583333333,0.615384615,-0.249374806,0.111014193,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O4N,16,13,1,4,0,283.084459,0.8125,0.25,0.0625,0,11,7,6,8,-0.125,63.8625,0.545454545,0.615384615,-0.231635636,0.125300069,lignin,5.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O5N,16,13,1,5,0,299.079374,0.8125,0.3125,0.0625,0,11,6,5,7.5,0,60.3,0.5,0.6,-0.254580701,0.127562774,lignin,0.000255871,0,0.000153839,0.00012276,0.000131637,0,0.000273949,0.000117024,0.000105755,0,9.09E-05,7.47E-05,5.17E-05,0.000102579,0,6.96E-05,4.41E-05,4.24E-05,8.18E-05,0,0,0,6.82E-05,0,4.94E-05,0,4.78E-05,0,6.22E-05,0,0,0,4.90E-05,5.21E-05,0,7.73E-05,0,7.20E-05,7.48E-05,0,5.12E-05,4.06E-05,0,0,5.99E-05,8.87E-05,5.53E-05,6.09E-05,7.67E-05
C16H13O5N3,16,13,3,5,0,327.085522,0.8125,0.3125,0.1875,0,12,7,4,6.5,0.375,49.6125,0.5,0.619047619,-0.279704616,0.13958957,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O6N,16,13,1,6,0,315.074289,0.8125,0.375,0.0625,0,11,5,4,7,0.125,56.7375,0.444444444,0.583333333,-0.277525766,0.130855571,lignin,0.000103903,6.08E-05,7.89E-05,7.35E-05,0,5.45E-05,0.000111655,4.67E-05,4.65E-05,0,0,5.88E-05,3.82E-05,0,0,0,0,4.50E-05,6.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13E-05,0,4.24E-05,0,0,0,4.48E-05,0,0,4.81E-05,5.11E-05,0,0,3.95E-05
C16H13O6N3,16,13,3,6,0,343.080437,0.8125,0.375,0.1875,0,12,6,3,6,0.5,46.05,0.428571429,0.6,-0.302649681,0.143542154,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O7N,16,13,1,7,0,331.069204,0.8125,0.4375,0.0625,0,11,4,3,6.5,0.25,53.175,0.375,0.565217391,-0.300470831,0.134322867,lignin,9.74E-05,7.70E-05,7.70E-05,7.57E-05,0,0,0.000102124,5.25E-05,5.16E-05,0,3.99E-05,0,3.29E-05,6.32E-05,0,0,4.37E-05,3.25E-05,0,0,0,0,0,0,0,4.91E-05,0,0,0,0,5.49E-05,0,0,4.58E-05,5.12E-05,5.81E-05,0,5.51E-05,0,0,0,5.81E-05,0,5.53E-05,4.70E-05,4.51E-05,0,0,5.18E-05
C16H13O8N,16,13,1,8,0,347.064119,0.8125,0.5,0.0625,0,11,3,2,6,0.375,49.6125,0.285714286,0.545454545,-0.323415896,0.137978911,lignin,6.43E-05,0,6.43E-05,6.23E-05,7.01E-05,5.46E-05,8.63E-05,7.06E-05,0,0,0,5.26E-05,0,5.05E-05,0,0,4.16E-05,4.47E-05,6.16E-05,0,0,0,0,0,0,0,4.95E-05,0,0,0,4.95E-05,0,0,0,4.94E-05,5.31E-05,0,5.16E-05,0,0,0,0,0,0,0,6.33E-05,0,3.70E-05,5.15E-05
C16H13O8N3,16,13,3,8,0,375.070267,0.8125,0.5,0.1875,0,12,4,1,5,0.75,38.925,0.2,0.555555556,-0.348539811,0.152159159,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0
C16H13O9N,16,13,1,9,0,363.059034,0.8125,0.5625,0.0625,0,11,2,1,5.5,0.5,46.05,0.166666667,0.523809524,-0.346360961,0.141839547,lignin,0,0,0,0,0,4.95E-05,5.53E-05,4.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H13O9N5,16,13,5,9,0,419.07133,0.8125,0.5625,0.3125,0,13,4,-1,3.5,1.25,24.675,-0.5,0.538461538,-0.396608791,0.175457596,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H14O10,16,14,0,10,0,366.0587,0.875,0.625,0,0,10,0,0,5,0.375,49.6125,0,0.454545455,-0.350044415,0.13718744,lignin,0,9.35E-05,5.89E-05,5.65E-05,7.04E-05,7.04E-05,0.000115872,7.10E-05,0,0,0,4.99E-05,0,0,0,0,5.09E-05,0,4.59E-05,0,0,0,4.27E-05,9.11E-05,4.77E-05,5.41E-05,4.57E-05,0.000148473,0,0.000215645,9.36E-05,0,5.19E-05,4.36E-05,0,4.65E-05,0,5.39E-05,4.49E-05,0,0,0,0,7.09E-05,0,6.28E-05,6.51E-05,0,4.72E-05
C16H14O11,16,14,0,11,0,382.053615,0.875,0.6875,0,0,10,-1,-1,4.5,0.5,46.05,-0.2,0.428571429,-0.37298948,0.1410033,tannins,0,0,0,0,0,0,8.51E-05,5.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H14O14S2,16,14,0,14,2,493.982502,0.875,0.875,0,0.125,10,-4,-6,1,1.125,28.2375,#NAME?,0.142857143,-0.569083275,0.130653847,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-05,0,0,0,4.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19E-05,0,0,0,0,0
C16H14O3N2,16,14,2,3,0,282.100443,0.875,0.1875,0.125,0,11,8,6,7.5,-0.125,63.8625,0.545454545,0.6,-0.214552875,0.127422573,lignin,7.62E-05,0,0,0,0,4.32E-05,5.39E-05,3.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,5.18E-05,0,0,0
C16H14O3N2S2,16,14,2,3,2,346.044585,0.875,0.1875,0.125,0.125,11,8,4,5.5,0.125,56.7375,0.444444444,0.523809524,-0.341811475,0.109309901,lignin,0,9.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H14O4,16,14,0,4,0,270.08921,0.875,0.25,0,0,10,6,6,8,-0.375,70.9875,0.5,0.571428571,-0.212374025,0.118023574,lignin,0,0,0,0,0,0,0,3.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32E-05,0,0,0,0,0,0,0,0,0,4.86E-05,0,0,0,0
C16H14O4N2,16,14,2,4,0,298.095358,0.875,0.25,0.125,0,11,7,5,7,0,60.3,0.5,0.583333333,-0.23749794,0.128976611,lignin,0.000116821,0,0.000126387,0.000115074,0.00010873,0.000108273,0.000109287,7.03E-05,5.90E-05,5.58E-05,6.74E-05,5.56E-05,5.89E-05,6.89E-05,5.65E-05,6.46E-05,6.09E-05,6.58E-05,7.11E-05,0,0,0,0,0,0,0,7.92E-05,0,4.73E-05,0,8.56E-05,3.78E-05,5.60E-05,6.19E-05,0,7.55E-05,6.83E-05,6.78E-05,5.45E-05,5.03E-05,5.59E-05,7.11E-05,0,6.35E-05,6.14E-05,5.77E-05,5.35E-05,5.28E-05,9.29E-05
C16H14O5,16,14,0,5,0,286.084125,0.875,0.3125,0,0,10,5,5,7.5,-0.25,67.425,0.454545455,0.555555556,-0.23531909,0.120836881,lignin,9.56E-05,0,0,0,0,4.41E-05,6.60E-05,7.18E-05,0,4.84E-05,3.97E-05,5.55E-05,3.12E-05,0,5.48E-05,0,0,2.78E-05,7.61E-05,5.11E-05,0,0,0,0,4.27E-05,0,0,0,0,0,5.55E-05,0,5.31E-05,0,0,7.91E-05,0,6.98E-05,3.73E-05,4.56E-05,0,0,5.24E-05,6.59E-05,5.58E-05,7.55E-05,7.22E-05,3.06E-05,0
C16H14O5N2,16,14,2,5,0,314.090273,0.875,0.3125,0.125,0,11,6,4,6.5,0.125,56.7375,0.444444444,0.565217391,-0.260443005,0.131575476,lignin,9.32E-05,0,7.76E-05,7.84E-05,8.33E-05,9.39E-05,8.56E-05,8.05E-05,7.68E-05,6.06E-05,8.28E-05,7.26E-05,9.72E-05,8.35E-05,7.87E-05,6.22E-05,5.88E-05,7.30E-05,6.97E-05,3.85E-05,4.40E-05,0,4.45E-05,0,4.23E-05,8.96E-05,0.000111868,0,0,0,9.97E-05,3.66E-05,4.65E-05,0.000105832,5.62E-05,8.52E-05,0,8.82E-05,6.91E-05,5.55E-05,6.68E-05,8.72E-05,0,6.00E-05,6.24E-05,7.57E-05,6.29E-05,5.17E-05,0.000132303
C16H14O6,16,14,0,6,0,302.07904,0.875,0.375,0,0,10,4,4,7,-0.125,63.8625,0.4,0.538461538,-0.258264155,0.123787583,lignin,0.000891449,0.00013263,0.00066359,0.000628718,0.000660027,0.000658822,0.000426837,0.001447605,0.000597079,0.000414301,0.001188927,0.000721254,0.000290966,0.000691219,0.000470329,0.000971427,0.000589224,0.000227739,0.00148834,0.000329665,7.68E-05,0.000100519,0.000987665,0.000184063,0.000567154,0.000169408,0.000231642,0.000440483,0.000510994,0.000201618,0.00145736,0.00033094,0.001125676,0.000245983,0.000573155,0.001331136,0.00045231,0.001041343,0.000747293,0.000485659,0.000963388,0.000229339,0.000466459,0.000830261,0.000787112,0.000974434,0.000859322,0.000481001,0.000505879
C16H14O6N2,16,14,2,6,0,330.085188,0.875,0.375,0.125,0,11,5,3,6,0.25,53.175,0.375,0.545454545,-0.28338807,0.135081539,lignin,8.19E-05,0,6.46E-05,9.40E-05,7.81E-05,8.65E-05,0.000108335,8.85E-05,6.83E-05,7.01E-05,7.87E-05,0,9.45E-05,5.49E-05,6.73E-05,0,6.55E-05,7.78E-05,8.90E-05,0,0,0,0,0,6.92E-05,8.71E-05,0.000111364,0,6.84E-05,0,9.34E-05,4.67E-05,6.52E-05,8.28E-05,6.89E-05,8.31E-05,0,7.46E-05,7.80E-05,0,6.08E-05,7.61E-05,0,8.43E-05,8.78E-05,8.74E-05,5.63E-05,5.93E-05,9.91E-05
C16H14O7,16,14,0,7,0,318.073955,0.875,0.4375,0,0,10,3,3,6.5,0,60.3,0.333333333,0.52,-0.28120922,0.126885997,lignin,0.000136043,0.000172656,0.000121622,0.00010991,0.000128302,0.000128106,0.000131512,0.000104478,5.49E-05,6.32E-05,6.13E-05,7.86E-05,5.66E-05,6.43E-05,8.07E-05,7.47E-05,9.19E-05,5.85E-05,0.000323339,0,5.20E-05,0,5.85E-05,9.58E-05,5.94E-05,8.47E-05,5.31E-05,8.86E-05,9.44E-05,7.91E-05,0.000463294,5.78E-05,4.47E-05,6.67E-05,5.04E-05,0.000296046,7.58E-05,0.000349738,5.45E-05,6.87E-05,4.69E-05,6.19E-05,6.27E-05,0.000104101,4.89E-05,0.000156008,7.69E-05,3.80E-05,8.23E-05
C16H14O7N2,16,14,2,7,0,346.080103,0.875,0.4375,0.125,0,11,4,2,5.5,0.375,49.6125,0.285714286,0.523809524,-0.306333135,0.138779567,lignin,7.53E-05,4.52E-05,0,7.18E-05,7.61E-05,5.58E-05,9.01E-05,0,0,0,0,0,5.62E-05,0,0,4.75E-05,6.23E-05,4.49E-05,5.73E-05,0,0,0,0,0,0,0,5.96E-05,0,0,0,8.09E-05,0,0,5.53E-05,0,4.84E-05,0,0,0,0,0,4.49E-05,0,0,0,6.84E-05,0,0,6.18E-05
C16H14O7N2S,16,14,2,7,1,378.052174,0.875,0.4375,0.125,0.0625,11,4,1,4.5,0.5,46.05,0.166666667,0.473684211,-0.369962435,0.128494107,lignin,0,0,0,0,0,0,0,0,0,0,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E-05
C16H14O8,16,14,0,8,0,334.06887,0.875,0.5,0,0,10,2,2,6,0.125,56.7375,0.25,0.5,-0.304154285,0.130143501,lignin,0.000117419,0.000158409,0.000116514,0.000110088,0.000110156,0.00010129,0.000153831,0.000102678,6.59E-05,5.52E-05,7.48E-05,9.12E-05,5.83E-05,8.52E-05,6.78E-05,9.39E-05,8.89E-05,6.46E-05,0.000115153,5.39E-05,5.00E-05,0,5.79E-05,9.68E-05,7.69E-05,6.61E-05,8.04E-05,6.83E-05,6.98E-05,7.79E-05,0.000131225,0,5.94E-05,7.04E-05,0,0.000131054,6.68E-05,0.000105817,6.96E-05,0,4.80E-05,6.76E-05,4.57E-05,8.64E-05,6.87E-05,0.000106597,8.46E-05,3.96E-05,7.50E-05
C16H14O8N2,16,14,2,8,0,362.075018,0.875,0.5,0.125,0,11,3,1,5,0.5,46.05,0.166666667,0.5,-0.3292782,0.142685772,lignin,0,0,0,5.03E-05,0,0,6.09E-05,5.64E-05,0,0,0,0,0,0,4.10E-05,0,0,3.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74E-05,4.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.23E-05
C16H14O8S,16,14,0,8,1,366.040941,0.875,0.5,0,0.0625,10,2,1,5,0.25,53.175,0.142857143,0.454545455,-0.367783585,0.121056402,lignin,0,0,0,0,0,0,0,4.26E-05,0,0,4.76E-05,0,0,5.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H14O9,16,14,0,9,0,350.063785,0.875,0.5625,0,0,10,1,1,5.5,0.25,53.175,0.142857143,0.47826087,-0.32709935,0.13357267,lignin,9.84E-05,0.000136617,9.66E-05,9.02E-05,8.72E-05,8.22E-05,0.000146154,8.60E-05,5.18E-05,4.44E-05,5.88E-05,5.08E-05,5.38E-05,5.13E-05,0,6.71E-05,5.90E-05,3.90E-05,8.85E-05,0,4.57E-05,0,5.03E-05,0,4.65E-05,0,0,0,5.75E-05,8.15E-05,8.19E-05,5.00E-05,0,6.36E-05,6.19E-05,9.30E-05,0,6.11E-05,5.28E-05,0,5.24E-05,5.37E-05,6.69E-05,7.02E-05,6.27E-05,7.30E-05,6.34E-05,0,6.72E-05
C16H14O9N2,16,14,2,9,0,378.069933,0.875,0.5625,0.125,0,11,2,0,4.5,0.625,42.4875,0,0.473684211,-0.352223265,0.146818239,lignin,0,0,0,0,0,0,0,0,5.04E-05,0,0,0,3.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H14O9S,16,14,0,9,1,382.035856,0.875,0.5625,0,0.0625,10,1,0,4.5,0.375,49.6125,0,0.428571429,-0.39072865,0.124017966,lignin,0,0,0,0,0,0,0,4.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76E-05,0,0,0,0
C16H15O10N,16,15,1,10,0,381.069599,0.9375,0.625,0.0625,0,10,0,-1,4,0.5,46.05,-0.2,0.4,-0.355906719,0.141839547,lignin,0.000120328,6.86E-05,0,8.07E-05,8.76E-05,8.92E-05,0.000111275,0,5.16E-05,4.07E-05,0,0,4.57E-05,0,0,0,0,4.81E-05,0,0,0,0,0,0,0,0,0,7.15E-05,0,0,0,0,4.71E-05,4.90E-05,6.93E-05,0,0,0,6.62E-05,5.89E-05,0,0,0,0,7.04E-05,6.61E-05,0,0,6.95E-05
C16H15O10N5,16,15,5,10,0,437.081895,0.9375,0.625,0.3125,0,12,2,-3,2,1.25,24.675,-3,0.333333333,-0.406154549,0.175457596,lignin,0,0,0,0,0,0,0,0,0,0,5.79E-05,0,0,0,0,5.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,0,0,0,0,0,0,0
C16H15O11N,16,15,1,11,0,397.064514,0.9375,0.6875,0.0625,0,10,-1,-2,3.5,0.625,42.4875,-0.5,0.368421053,-0.378851784,0.145922441,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H15O11N5,16,15,5,11,0,453.07681,0.9375,0.6875,0.3125,0,12,1,-4,1.5,1.375,21.1125,#NAME?,0.272727273,-0.429099614,0.18174818,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51E-05,0,0,0,0,0,0,0,0
C16H15O3N,16,15,1,3,0,269.105194,0.9375,0.1875,0.0625,0,10,7,6,7.5,-0.375,70.9875,0.5,0.555555556,-0.195291264,0.118608895,lignin,6.47E-05,0,5.83E-05,0,0,0,5.72E-05,3.55E-05,0,0,0,0,0,0,0,0,0,0,3.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35E-05,0,8.19E-05,0,0,0,0,0,0,0,0,0,0,0
C16H15O4N,16,15,1,4,0,285.100109,0.9375,0.25,0.0625,0,10,6,5,7,-0.25,67.425,0.454545455,0.538461538,-0.218236329,0.121450511,lignin,0.00026123,8.31E-05,0.000267423,0.000246853,0.000249744,0.000216404,0.000352669,8.28E-05,3.86E-05,0,0,0,4.29E-05,5.57E-05,3.72E-05,0,5.01E-05,0,5.89E-05,0,0,0,0,0,0,0,0,0,0,0,5.80E-05,0,5.07E-05,3.68E-05,5.07E-05,5.45E-05,0,5.60E-05,0,0,4.25E-05,0,0,0,0,5.40E-05,4.26E-05,0,5.74E-05
C16H15O4N3,16,15,3,4,0,313.106257,0.9375,0.25,0.1875,0,11,7,4,6,0.125,56.7375,0.444444444,0.545454545,-0.243360244,0.132874736,lignin,0.000527983,0,0.000224011,0.000227934,0.000229203,0.000222109,0.000222376,0,7.53E-05,5.74E-05,0.000159992,8.81E-05,0.000165343,6.78E-05,5.99E-05,0.000101317,6.67E-05,0.000127494,5.86E-05,5.17E-05,4.64E-05,9.00E-05,6.65E-05,0,0,0.000171615,0.000158599,4.14E-05,6.33E-05,0,7.19E-05,4.49E-05,5.73E-05,0.000163213,8.01E-05,6.96E-05,7.29E-05,8.03E-05,8.85E-05,0,8.74E-05,0.000169644,4.90E-05,8.02E-05,9.02E-05,5.30E-05,6.94E-05,0.000124183,0.000354426
C16H15O4N5,16,15,5,4,0,341.112405,0.9375,0.25,0.3125,0,12,8,3,5,0.5,46.05,0.428571429,0.555555556,-0.268484159,0.145286134,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-05,0,0,0,0,0,0,0,0
C16H15O4N5S3,16,15,5,4,3,437.028618,0.9375,0.25,0.3125,0.1875,12,8,0,2,0.875,35.3625,0,0.333333333,-0.459372059,0.116099138,lignin,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H15O4NS,16,15,1,4,1,317.07218,0.9375,0.25,0.0625,0.0625,10,6,4,6,-0.125,63.8625,0.4,0.5,-0.281865629,0.113499741,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
